SUB_1,SUB_1 Lat,SUB_1 Long,SUB_2,SUB_2 Lat,SUB_2 Long,Shape__Length
NOT AVAILABLE,,,NOT AVAILABLE,,,20495.95826
PANTANO,,,NOT AVAILABLE,,,56458.03536
SHANNON,,,NOT AVAILABLE,,,4501.70702
NOT AVAILABLE,,,NOT AVAILABLE,,,4312.941293
TAP303627,,,NOT AVAILABLE,,,27595.59456
UNKNOWN300700,,,UNKNOWN304300,,,44370.8852
NOT AVAILABLE,,,NOT AVAILABLE,,,1003.086573
POE,,,NOT AVAILABLE,,,117097.9434
CRISTIANITOS,,,NOT AVAILABLE,,,1487.738596
TIKI ISLAND,,,WEST GALVESTON,,,8995.783333
UNKNOWN305596,,,UNKNOWN308202,,,3372.076955
COOLIDGE,,,NOT AVAILABLE,,,18284.25384
BAYSHORE,,,MARTIN,,,6037.977209
NOT AVAILABLE,,,NOT AVAILABLE,,,22285.08142
KIRKER,,,TAP308501,,,3718.38406
TAP300480,,,TRACY,,,4283.0624
HOMESTEAD,,,NOT AVAILABLE,,,7084.646694
LIGHTPIPE,,,NOT AVAILABLE,,,23737.92508
EQUESTRIAN,,,FAULKNER,,,14079.10053
CARR,,,NOT AVAILABLE,,,23701.74315
MONTEREY,,,NOT AVAILABLE,,,1639.843843
TAP308978,,,NOT AVAILABLE,,,2940.727799
HAMILTON,,,NOT AVAILABLE,,,2297.964777
TEMPE,,,HOHOKAM,,,5008.781278
TURQUOISE,,,TYRONE (PHELPS DODGE),,,10336.76135
TAP301992,,,TAP307115,,,19800.10173
NORMANDY,,,TAP303581,,,3892.135239
TAP311644,,,NOT AVAILABLE,,,24377.64191
FAYETTEVILLE,,,NOT AVAILABLE,,,15250.51492
FREEWAY PARK,,,NOT AVAILABLE,,,5932.169476
SPENCER REIT,,,TAP305160,,,4874.687641
NOT AVAILABLE,,,NOT AVAILABLE,,,3983.549298
NEWARK,,,NOT AVAILABLE,,,23174.00562
UNKNOWN303793,,,CLAYMONT,,,1616.711072
UNKNOWN301544,,,NOT AVAILABLE,,,5097.811916
NOT AVAILABLE,,,NOT AVAILABLE,,,10534.40325
UNKNOWN304406,,,TAP306912,,,3849.045861
JULIAN HINDS,,,NOT AVAILABLE,,,90356.99656
UNKNOWN304475,,,NOT AVAILABLE,,,76708.23699
UNKNOWN304914,,,TAP305075,,,27083.23277
NOT AVAILABLE,,,NOT AVAILABLE,,,47967.8569
LEMOORE,,,NOT AVAILABLE,,,16713.89393
TAP302007,,,TAP303699,,,6792.710409
NOT AVAILABLE,,,NOT AVAILABLE,,,16222.27853
NOT AVAILABLE,,,NOT AVAILABLE,,,18386.92889
BRUNSWICK,,,MT. ROSE,,,49976.81205
AEC 300,,,NOT AVAILABLE,,,4418.703452
TAP303620,,,UNKNOWN305688,,,22801.84257
DELEVAN,,,NOT AVAILABLE,,,25920.29193
NOT AVAILABLE,,,NOT AVAILABLE,,,6501.233385
MUCK VALLEY,,,TAP310009,,,11237.31494
TAP303604,,,TAP306725,,,807.6483061
LOS BANOS,,,TRACY,,,129566.9737
TAP311623,,,NOT AVAILABLE,,,14013.14794
TAP309278,,,NOT AVAILABLE,,,15583.45389
TAP306835,,,NOT AVAILABLE,,,197.2851615
UNKNOWN305742,,,NOT AVAILABLE,,,2949.4965
EASTSHORE,,,NOT AVAILABLE,,,1918.652786
DONNER,,,N. TRUCKEE,,,36638.39333
UNKNOWN300564,,,UNKNOWN306930,,,11412.25113
NOT AVAILABLE,,,NOT AVAILABLE,,,3913.618796
TAP307584,,,DRUM,,,32539.39548
LIGGETT,,,TAP306749,,,4382.799252
UNKNOWN304561,,,NOT AVAILABLE,,,423.2176308
UNKNOWN301814,,,NOT AVAILABLE,,,1610.26735
UNKNOWN307182,,,UNKNOWN307795,,,3378.992109
CORCORAN,,,NOT AVAILABLE,,,11497.51646
GILA RIVER,,,JOJOBA,,,38767.11979
TAP308978,,,TAP310876,,,8107.783767
UNKNOWN304032,,,NOT AVAILABLE,,,76267.49137
TAP303535,,,NOT AVAILABLE,,,4735.757614
CAMEL BACK,,,INDIAN BEND,,,1817.395491
NOT AVAILABLE,,,NOT AVAILABLE,,,3184.370784
DRAW,,,NOT AVAILABLE,,,7867.590733
NOT AVAILABLE,,,NOT AVAILABLE,,,15481.91519
TAP305240,,,NOT AVAILABLE,,,3905.9013
UNKNOWN310990,,,NOT AVAILABLE,,,86896.21073
NOT AVAILABLE,,,NOT AVAILABLE,,,24242.0291
RINCON,,,NOT AVAILABLE,,,20784.09392
NOT AVAILABLE,,,NOT AVAILABLE,,,16613.47411
NORTH CITY,,,NOT AVAILABLE,,,2622.430796
DENTON WEST INTERCHANGE,,,NOT AVAILABLE,,,41068.07053
BELL,,,DEL RIO,,,8911.827257
NOT AVAILABLE,,,NOT AVAILABLE,,,7676.984914
ROUND ROCK NORTHEAST,,,NOT AVAILABLE,,,6755.702413
UNKNOWN303731,,,NOT AVAILABLE,,,11439.76681
NOT AVAILABLE,,,NOT AVAILABLE,,,1217.789086
TAP302017,,,NOT AVAILABLE,,,4835.522689
TAP306837,,,NOT AVAILABLE,,,1017.838727
UNKNOWN304038,,,NOT AVAILABLE,,,22065.96375
TRINITY,,,LEWISTON,,,16330.57628
ANGLETON,,,UNKNOWN306444,,,25849.26821
TAP301906,,,UNKNOWN306412,,,66.6210109
DUMAS 19TH STREET,,,NOT AVAILABLE,,,30016.56068
NOT AVAILABLE,,,NOT AVAILABLE,,,30460.3883
ANGELS,,,MURPHY,,,15242.16181
HONEY,,,NOT AVAILABLE,,,14677.61428
NOT AVAILABLE,,,NOT AVAILABLE,,,11926.32392
COMFORT,,,CICO,,,31551.07488
COMANCHE,,,NOT AVAILABLE,,,50552.01991
NOT AVAILABLE,,,NOT AVAILABLE,,,1278.714777
TAP303700,,,NOT AVAILABLE,,,23315.99508
SINGLETON,,,NOT AVAILABLE,,,94046.23754
UNKNOWN303076,,,NOT AVAILABLE,,,9123.957653
BOXWOOD,,,NOT AVAILABLE,,,15690.04521
NOT AVAILABLE,,,NOT AVAILABLE,,,2325.303982
NOT AVAILABLE,,,NOT AVAILABLE,,,2414.838104
RIO BRAVO,,,TAP310215,,,475.1194005
NOT AVAILABLE,,,NOT AVAILABLE,,,83.36463843
MARYVALE,,,NOT AVAILABLE,,,10776.98412
FRISCO,,,FRISCO,,,3181.070248
NOT AVAILABLE,,,NOT AVAILABLE,,,69951.73467
NICHOLS,,,HARRINGTON,,,2293.388663
UNKNOWN308516,,,NOT AVAILABLE,,,2874.768225
UNKNOWN307795,,,NOT AVAILABLE,,,26813.01447
WTA,,,NOT AVAILABLE,,,4543.60162
SAN MATEO,,,RAVENSWOOD,,,24316.90306
UNKNOWN306567,,,NOT AVAILABLE,,,4252.03605
TAP305149,,,TAP305233,,,2004.709624
NOT AVAILABLE,,,NOT AVAILABLE,,,3974.781855
UNKNOWN305570,,,NOT AVAILABLE,,,3025.489023
NOT AVAILABLE,,,NOT AVAILABLE,,,1875.512089
GALENA PARK,,,TAP301930,,,1783.743253
COFFEE PORT,,,UNKNOWN311247,,,4106.552668
UNKNOWN307887,,,NOT AVAILABLE,,,3145.459458
LYNN CO,,,NOT AVAILABLE,,,9774.531126
UNKNOWN301048,,,UNKNOWN304985,,,85241.21161
NOT AVAILABLE,,,NOT AVAILABLE,,,23815.14614
NOT AVAILABLE,,,NOT AVAILABLE,,,402.1525674
VACA-DIXON,,,DELEVAN,,,147568.1996
NOT AVAILABLE,,,NOT AVAILABLE,,,4643.330023
REED,,,RICE,,,6382.884592
WITCO,,,NOT AVAILABLE,,,119.8587368
NOT AVAILABLE,,,NOT AVAILABLE,,,3243.959393
ZORN,,,NOT AVAILABLE,,,4823.162915
NOT AVAILABLE,,,NOT AVAILABLE,,,17367.24913
ALKALI,,,NOT AVAILABLE,,,36344.54634
TAP307634,,,NOT AVAILABLE,,,4065.949487
UNKNOWN302674,,,BEE CREEK,,,23507.24516
UNKNOWN306137,,,DAIL/OILDALE COGEN,,,6096.989308
UNKNOWN305920,,,UNKNOWN310125,,,28297.37979
JONES,,,NOT AVAILABLE,,,12173.30873
UNKNOWN304747,,,LIKELY,,,19661.5708
EAGLE CREEK,,,NOT AVAILABLE,,,16338.40792
NOT AVAILABLE,,,NOT AVAILABLE,,,3996.336401
UNKNOWN308219,,,UNKNOWN309841,,,16661.79946
ROTHWOOD,,,KUYKENDAHL,,,4450.623964
UNKNOWN308178,,,NOT AVAILABLE,,,14335.70658
TAP306688,,,TAP306837,,,5057.474631
UNKNOWN305814,,,NOT AVAILABLE,,,5928.721681
SISQUOC,,,NOT AVAILABLE,,,107844.2885
GETTY OIL,,,SUNRISE POWER,,,20590.05296
TAP303691,,,NOT AVAILABLE,,,2247.579903
EMPIRE CENTRAL,,,NOT AVAILABLE,,,3564.172628
NOT AVAILABLE,,,NOT AVAILABLE,,,14960.76302
UNKNOWN302981,,,TAP303487,,,23140.88384
TAP302025,,,CHRISTIE,,,4788.573201
TEVIS,,,NOT AVAILABLE,,,6084.796332
RISER303119,,,UNKNOWN303793,,,3342.136735
NOT AVAILABLE,,,NOT AVAILABLE,,,1241.849471
NOT AVAILABLE,,,NOT AVAILABLE,,,3768.55901
ROTHWOOD,,,NOT AVAILABLE,,,47939.30658
AMBROSIA,,,SMITH LAKE,,,44073.21006
TAP305233,,,UNKNOWN307018,,,14606.30151
NOT AVAILABLE,,,NOT AVAILABLE,,,8530.35501
TAP302051,,,NOT AVAILABLE,,,4124.054983
UNKNOWN302698,,,NOT AVAILABLE,,,15397.22472
NOT AVAILABLE,,,NOT AVAILABLE,,,2251.319886
UNKNOWN310356,,,NOT AVAILABLE,,,7188.953085
NOT AVAILABLE,,,NOT AVAILABLE,,,16472.13067
UNKNOWN308101,,,CORBELL,,,4437.772294
WINNEMUCCA,,,NOT AVAILABLE,,,109706.0604
TAP306932,,,NOT AVAILABLE,,,50982.82319
NOT AVAILABLE,,,NOT AVAILABLE,,,63864.62508
TAP307114,,,BALBOA,,,4580.987117
CHILCOOT,,,NOT AVAILABLE,,,69213.8968
FAYETTEVILLE,,,NOT AVAILABLE,,,37305.12952
UNKNOWN304022,,,NOT AVAILABLE,,,82933.55253
NOT AVAILABLE,,,NOT AVAILABLE,,,17632.17068
ARDEN,,,NOT AVAILABLE,,,10208.25012
SKAGGS ISLAND JUNCTION 1,,,HIGHWAY JUNCTION 1,,,14601.76858
UNKNOWN305920,,,UNKNOWN309176,,,44894.47873
NOT AVAILABLE,,,NOT AVAILABLE,,,5517.346966
NOT AVAILABLE,,,NOT AVAILABLE,,,1869.537864
TAP301945,,,COLLEGE,,,4064.525619
THORN,,,MONTOYA,,,5848.281371
VISTA,,,NOT AVAILABLE,,,7263.063661
NOT AVAILABLE,,,NOT AVAILABLE,,,27974.41979
UNKNOWN301207,,,NOT AVAILABLE,,,34714.75042
TAP310493,,,NOT AVAILABLE,,,1093.798421
JUSTIN LANE,,,NOT AVAILABLE,,,7656.233738
NOT AVAILABLE,,,NOT AVAILABLE,,,16315.16118
DEADEND309388,,,NOT AVAILABLE,,,4031.539843
NOT AVAILABLE,,,NOT AVAILABLE,,,9665.834775
NOT AVAILABLE,,,NOT AVAILABLE,,,4370.701272
12TH ST,,,NOT AVAILABLE,,,1696.507987
TAP306696,,,NOT AVAILABLE,,,70.63953241
NOT AVAILABLE,,,NOT AVAILABLE,,,38.52033227
ELM MOTT 345,,,BOSQUE,,,36349.66296
NOT AVAILABLE,,,NOT AVAILABLE,,,2997.713321
NOT AVAILABLE,,,NOT AVAILABLE,,,3352.844955
LEVY,,,NOT AVAILABLE,,,10684.66506
UNKNOWN310691,,,NOT AVAILABLE,,,18092.71337
BLODGETT,,,TAP306732,,,12425.032
NOT AVAILABLE,,,NOT AVAILABLE,,,70898.80034
MARTEL,,,NOT AVAILABLE,,,6523.773457
NOT AVAILABLE,,,NOT AVAILABLE,,,1867.994501
LOST PINE,,,NOT AVAILABLE,,,72817.99079
HELM,,,NOT AVAILABLE,,,12402.16813
UNKNOWN302109,,,UNKNOWN304456,,,13698.65633
NOT AVAILABLE,,,NOT AVAILABLE,,,22857.53615
TAP301984,,,UNKNOWN304755,,,7888.160886
WHARTON,,,NOT AVAILABLE,,,7480.890632
PH ROBINSON,,,NOT AVAILABLE,,,22844.18578
NOT AVAILABLE,,,NOT AVAILABLE,,,57.71132367
O'BANION,,,NOT AVAILABLE,,,283743.9036
NOT AVAILABLE,,,NOT AVAILABLE,,,4695.22971
UNKNOWN303716,,,NOT AVAILABLE,,,62578.74887
RISER302306,,,NOT AVAILABLE,,,8083.159016
TAP310279,,,NOT AVAILABLE,,,6150.794431
RAMON,,,NOT AVAILABLE,,,271.7243099
GRAHAM,,,GRASSLAND,,,33193.06784
HAWKINS,,,NOT AVAILABLE,,,2367.908385
POTTER COUNTY,,,HARRINGTON,,,22434.77957
NOT AVAILABLE,,,NOT AVAILABLE,,,16.71362282
UNKNOWN302942,,,UNKNOWN305583,,,2361.066106
UNIVERSITY,,,NOT AVAILABLE,,,3009.930176
JERSEY,,,NOT AVAILABLE,,,5806.355924
NOT AVAILABLE,,,NOT AVAILABLE,,,745.8489431
SCHINDLER,,,UNKNOWN309095,,,18646.28296
IONE ENERGY,,,NOT AVAILABLE,,,2076.558927
NOT AVAILABLE,,,NOT AVAILABLE,,,14961.64401
NOT AVAILABLE,,,NOT AVAILABLE,,,26010.16439
CARLOTTA,,,TAP308196,,,2335.257018
RISER303470,,,UNKNOWN308665,,,6703.325401
TAP303700,,,NOT AVAILABLE,,,18742.0014
MEAD,,,NOT AVAILABLE,,,27548.70008
UNKNOWN300700,,,TESLA,,,128032.0443
COSO 8-9,,,NOT AVAILABLE,,,194.3181547
COACHELLA CITY,,,UNKNOWN308386,,,5888.978883
COOLEY,,,NOT AVAILABLE,,,9097.412019
TABLE MT.,,,NOT AVAILABLE,,,35796.1907
TAP301901,,,SHREDDER,,,79.92446778
VISTA,,,NOT AVAILABLE,,,2135.316476
UNKNOWN300954,,,NOT AVAILABLE,,,25814.35186
UNKNOWN306325,,,NOT AVAILABLE,,,464.1997579
TAP310669,,,NOT AVAILABLE,,,3605.026981
NOT AVAILABLE,,,NOT AVAILABLE,,,3317.523584
NOT AVAILABLE,,,NOT AVAILABLE,,,4770.194068
TEMBLOR,,,MCKITTRICK,,,14435.08902
LUCERNE,,,REDBUD,,,22820.74272
NOT AVAILABLE,,,NOT AVAILABLE,,,62337.79935
TAP309159,,,TAP309630,,,1287.195801
BRANDOW,,,WARD,,,2353.273414
UNKNOWN310977,,,DEADEND311640,,,1773.789789
PROCAL,,,NOT AVAILABLE,,,609.5513003
NAPA,,,TAP311545,,,25820.4467
UNKNOWN302947,,,NOT AVAILABLE,,,5277.149462
UNKNOWN304257,,,NOT AVAILABLE,,,51151.38172
NOT AVAILABLE,,,NOT AVAILABLE,,,2017.647589
SKELTON,,,IRON MOUNTAIN,,,9027.525614
CARSON CREEK,,,BURLESON,,,6659.359606
NOT AVAILABLE,,,NOT AVAILABLE,,,9215.816171
TAP306619,,,ELGIN,,,4274.722173
SOUTH BEAUMONT,,,NOT AVAILABLE,,,7141.136629
SHAMBURGER,,,ROYSE,,,155944.2328
NOT AVAILABLE,,,NOT AVAILABLE,,,1982.03582
TAP306692,,,NOT AVAILABLE,,,1823.007383
PINAL CENTRAL,,,RANDOLPH,,,11811.07648
UNKNOWN303061,,,NOT AVAILABLE,,,68512.73148
PH ROBINSON,,,NOT AVAILABLE,,,35472.98537
PUREWATER,,,MENTONE,,,9453.434146
UNKNOWN307049,,,NOT AVAILABLE,,,10898.35853
SHELLINE,,,VALDEZ,,,5487.138282
BROWNING,,,NOT AVAILABLE,,,15131.8065
NOT AVAILABLE,,,NOT AVAILABLE,,,4709.713329
UNKNOWN302123,,,NOT AVAILABLE,,,265.7000534
UNKNOWN304474,,,NOT AVAILABLE,,,21678.78018
FORT LANCASTER,,,NOT AVAILABLE,,,81263.16949
PARKDALE SES,,,NOT AVAILABLE,,,2774.580781
UNKNOWN300954,,,NOT AVAILABLE,,,29007.00595
NOT AVAILABLE,,,NOT AVAILABLE,,,214.7330921
TAP308869,,,UNKNOWN311083,,,57.01814791
UNKNOWN300564,,,NORTH PARKWAY,,,7058.180537
NOT AVAILABLE,,,NOT AVAILABLE,,,2015.627145
TAP302014,,,TAP305085,,,5914.33538
BANNISTER,,,NOT AVAILABLE,,,42.89947258
NOT AVAILABLE,,,NOT AVAILABLE,,,5184.995104
NOT AVAILABLE,,,NOT AVAILABLE,,,117079.8882
TAP301912,,,TAP303494,,,3561.955007
UNKNOWN309142,,,NOT AVAILABLE,,,2049.672649
NOT AVAILABLE,,,NOT AVAILABLE,,,2311.796014
UNKNOWN305975,,,NOT AVAILABLE,,,18160.03466
NOT AVAILABLE,,,NOT AVAILABLE,,,1752.815263
UNKNOWN307088,,,NOT AVAILABLE,,,7169.485778
UNKNOWN301196,,,UNKNOWN304281,,,10304.52083
VACA-DIXON,,,NOT AVAILABLE,,,17308.90155
PANOCHE,,,MCCALL,,,111212.5494
NOT AVAILABLE,,,NOT AVAILABLE,,,12739.40431
UNKNOWN303327,,,DEADEND311516,,,2155.429175
UNKNOWN303221,,,UNKNOWN308101,,,4855.152937
NIMBUS,,,NOT AVAILABLE,,,2834.738685
CARNERAS,,,NOT AVAILABLE,,,11510.21902
UNKNOWN307540,,,NOT AVAILABLE,,,3748.132472
BYRON BETHANY,,,NOT AVAILABLE,,,40636.76321
TAP306865,,,NOT AVAILABLE,,,51429.75983
NOT AVAILABLE,,,NOT AVAILABLE,,,49826.78549
UNKNOWN300813,,,SIM GIDEON,,,38463.75609
CLEAR SPRINGS,,,GERONIMO,,,7152.733491
NOT AVAILABLE,,,NOT AVAILABLE,,,3039.170849
PINAL WEST,,,SOUTH,,,223659.1467
OAKLAND I,,,NOT AVAILABLE,,,147.0683231
NOT AVAILABLE,,,NOT AVAILABLE,,,6458.946227
NOT AVAILABLE,,,NOT AVAILABLE,,,8562.276562
MESQUITE TOWN EAST,,,NOT AVAILABLE,,,3500.478847
UNKNOWN311035,,,NOT AVAILABLE,,,372.7714336
CARIBOU,,,NOT AVAILABLE,,,14399.8693
UNKNOWN302465,,,NOT AVAILABLE,,,19725.6045
NOT AVAILABLE,,,NOT AVAILABLE,,,43758.13435
NOT AVAILABLE,,,NOT AVAILABLE,,,46631.38219
LINCOLN,,,NOT AVAILABLE,,,25132.60733
NOT AVAILABLE,,,NOT AVAILABLE,,,76240.98035
MARTIN,,,NOT AVAILABLE,,,8150.82646
UNKNOWN310190,,,CAYETANO,,,6830.32497
NOT AVAILABLE,,,NOT AVAILABLE,,,77.72445143
STATION J,,,NOT AVAILABLE,,,4081.073638
ARDEN,,,NOT AVAILABLE,,,6401.230882
NOT AVAILABLE,,,NOT AVAILABLE,,,829.9968073
CARSON,,,NOT AVAILABLE,,,27948.97227
CRESTA,,,NOT AVAILABLE,,,16472.34466
NOT AVAILABLE,,,NOT AVAILABLE,,,4967.472317
UNKNOWN307073,,,NOT AVAILABLE,,,108.6928683
METCALF 2,,,NOT AVAILABLE,,,29705.49357
LAREDO PLANT SUBSTATION,,,NOT AVAILABLE,,,387.3908792
NOT AVAILABLE,,,NOT AVAILABLE,,,13944.39919
PEACE,,,NOT AVAILABLE,,,7608.678258
UNKNOWN306416,,,NOT AVAILABLE,,,4505.082326
NOT AVAILABLE,,,NOT AVAILABLE,,,29197.71585
WESTCHASE,,,NOT AVAILABLE,,,13584.35721
TAP302017,,,COTATI,,,10515.75856
NOT AVAILABLE,,,NOT AVAILABLE,,,5885.455739
BRIGGSMORE,,,PRESCOTT,,,5721.471492
NOT AVAILABLE,,,NOT AVAILABLE,,,4370.280921
YORK CANYON,,,NOT AVAILABLE,,,13773.22207
FALCON,,,NOT AVAILABLE,,,27776.50213
SERRANO,,,NOT AVAILABLE,,,47887.70384
TAP303464,,,NOT AVAILABLE,,,183.16222
NOT AVAILABLE,,,NOT AVAILABLE,,,9711.25244
STONY POINT,,,NOT AVAILABLE,,,9789.042049
NAPA,,,NOT AVAILABLE,,,5193.674276
TAP301918,,,NOT AVAILABLE,,,10590.55666
NOT AVAILABLE,,,NOT AVAILABLE,,,18700.6723
TAP302032,,,NOT AVAILABLE,,,3717.808384
NOT AVAILABLE,,,NOT AVAILABLE,,,258.0049447
TAP300125,,,UNKNOWN302233,,,16997.83286
NOT AVAILABLE,,,NOT AVAILABLE,,,8721.171394
NOT AVAILABLE,,,NOT AVAILABLE,,,14587.46079
WELLS,,,NOT AVAILABLE,,,104936.9683
UNKNOWN306367,,,NOT AVAILABLE,,,79496.89953
SUNSET,,,MIDWAY,,,36583.68342
POCKET,,,NOT AVAILABLE,,,59037.73509
TAP305091,,,NOT AVAILABLE,,,10482.06949
COULTER,,,NOT AVAILABLE,,,1897.736189
UNKNOWN304595,,,TAP306886,,,1131.993373
LOS COCHES,,,SANTEE,,,13078.31685
NOT AVAILABLE,,,NOT AVAILABLE,,,36563.14088
MARTIN,,,SAN MATEO,,,27058.78886
MCCALL,,,NOT AVAILABLE,,,39734.3554
NOT AVAILABLE,,,NOT AVAILABLE,,,84961.85376
NEWMAN,,,NOT AVAILABLE,,,23545.76703
UNKNOWN301167,,,UNKNOWN303095,,,22265.29755
DEL MONTE,,,NOT AVAILABLE,,,106.3636864
NOT AVAILABLE,,,NOT AVAILABLE,,,7759.990093
TAP306616,,,NOT AVAILABLE,,,6106.588901
GEYSERVILLE,,,NOT AVAILABLE,,,21479.0781
HUGHSON,,,NOT AVAILABLE,,,13947.84261
ALPHA ROAD,,,NORTH HAVEN SWITCHING,,,4439.88512
MENTONE,,,NOT AVAILABLE,,,7432.642249
VERDE CREEK,,,UNKNOWN305704,,,19079.85046
TAP307985,,,NOT AVAILABLE,,,1891.806594
TAP310205,,,NOT AVAILABLE,,,1266.300671
UNKNOWN308776,,,NOT AVAILABLE,,,12701.85235
ELK GROVE,,,NOT AVAILABLE,,,12932.48923
TAP306676,,,NOT AVAILABLE,,,38.80713965
HAMILTON,,,MARSHALL FORD,,,19197.08305
WEST PHOENIX,,,NOT AVAILABLE,,,21767.51359
COUNTRY CLUB,,,MEADOWBROOK,,,4413.254457
UNKNOWN301289,,,NOT AVAILABLE,,,32444.62761
UNKNOWN302269,,,TAP306918,,,2092.964217
FAIRMONT,,,NOT AVAILABLE,,,1448.824717
NOT AVAILABLE,,,NOT AVAILABLE,,,6971.612557
ALVIN,,,MANVEL,,,12830.80574
CORNING,,,UNKNOWN307952,,,24214.26096
NORTH CITY,,,NOT AVAILABLE,,,7570.652483
UNKNOWN304172,,,NOT AVAILABLE,,,476.4441482
HENNE,,,NOT AVAILABLE,,,13999.17743
TAP303464,,,TAP310220,,,2210.282995
UNKNOWN308218,,,DEADEND311627,,,14290.66313
UNKNOWN300254,,,NOT AVAILABLE,,,4319.716508
NOT AVAILABLE,,,NOT AVAILABLE,,,4809.297207
UNKNOWN301196,,,NOT AVAILABLE,,,3748.147227
EAST LOOP,,,NORTH EAST,,,12956.23212
DEADEND311628,,,NOT AVAILABLE,,,17486.38038
TAP301880,,,NOT AVAILABLE,,,4364.212016
NOT AVAILABLE,,,NOT AVAILABLE,,,49306.51783
TAP302045,,,NOT AVAILABLE,,,5132.756061
UNKNOWN308881,,,NOT AVAILABLE,,,24243.51174
WEST LEVEE,,,NOT AVAILABLE,,,9640.623468
UNKNOWN301376,,,NOT AVAILABLE,,,437.7704504
NOT AVAILABLE,,,NOT AVAILABLE,,,55.55097157
ABILENE SOUTH,,,TAP306703,,,5747.36241
TAP303586,,,NOT AVAILABLE,,,3796.488025
UNKNOWN301718,,,NOT AVAILABLE,,,27.16145597
UNKNOWN306887,,,NOT AVAILABLE,,,22854.16502
READING,,,NOT AVAILABLE,,,4895.61867
UNKNOWN301031,,,NOT AVAILABLE,,,6812.565754
UNKNOWN302794,,,UNKNOWN304351,,,21047.43008
TAP307075,,,BAMMEL,,,2764.703477
NOT AVAILABLE,,,NOT AVAILABLE,,,2051.420318
NOT AVAILABLE,,,NOT AVAILABLE,,,4002.2058
ROUND MOUNTAIN,,,NOT AVAILABLE,,,203242.0274
CROWS LANDING,,,NOT AVAILABLE,,,55327.12932
BURLINGAME,,,SAN MATEO,,,5526.718879
NOT AVAILABLE,,,NOT AVAILABLE,,,7085.204725
TAP305108,,,NOT AVAILABLE,,,1072.024285
UNKNOWN304111,,,NOT AVAILABLE,,,106.0482219
STANDARD OIL 5,,,NOT AVAILABLE,,,2408.757966
OAKDALE,,,NOT AVAILABLE,,,20657.60195
PORT ACRES BULK,,,NOT AVAILABLE,,,21740.40888
TAP303542,,,NOT AVAILABLE,,,419.3740489
NOT AVAILABLE,,,NOT AVAILABLE,,,8573.515683
NOT AVAILABLE,,,NOT AVAILABLE,,,15695.43008
NOT AVAILABLE,,,NOT AVAILABLE,,,16438.00221
NOT AVAILABLE,,,NOT AVAILABLE,,,38871.73528
UNKNOWN304725,,,NOT AVAILABLE,,,60493.87717
UNKNOWN304072,,,NOT AVAILABLE,,,251.5026606
PEASE,,,NOT AVAILABLE,,,11795.36891
NOT AVAILABLE,,,NOT AVAILABLE,,,59030.41622
NOT AVAILABLE,,,NOT AVAILABLE,,,133.2471873
UNKNOWN303022,,,NOT AVAILABLE,,,21184.56887
UNKNOWN307658,,,NOT AVAILABLE,,,5221.297209
KINGSBERRY,,,NOT AVAILABLE,,,8982.578319
TAP303679,,,VASCO,,,2248.282588
SAN LUIS REY,,,NOT AVAILABLE,,,11854.50342
NOT AVAILABLE,,,NOT AVAILABLE,,,328.2587513
UNKNOWN304122,,,UNKNOWN306974,,,33056.63249
DAIL/OILDALE COGEN,,,NOT AVAILABLE,,,822.2645065
UNKNOWN304260,,,NOT AVAILABLE,,,19525.66054
WALZEM ROAD,,,NOT AVAILABLE,,,30295.27944
NOT AVAILABLE,,,NOT AVAILABLE,,,10490.22703
UNKNOWN304333,,,NOT AVAILABLE,,,36134.72581
COLGATE,,,NOT AVAILABLE,,,85414.43262
AVRA VALLEY,,,MARANA,,,16834.21229
TAP307443,,,NOT AVAILABLE,,,12355.77855
NOT AVAILABLE,,,NOT AVAILABLE,,,34.54503392
COSUMNES,,,NOT AVAILABLE,,,1093.42981
NOT AVAILABLE,,,NOT AVAILABLE,,,1819.546044
NOT AVAILABLE,,,NOT AVAILABLE,,,232.311317
TAP306768,,,NOT AVAILABLE,,,642.8941715
BRIGHTON,,,NOT AVAILABLE,,,51417.78582
NOT AVAILABLE,,,NOT AVAILABLE,,,28253.61356
TAP306857,,,NOT AVAILABLE,,,325.6885768
UNKNOWN302829,,,NOT AVAILABLE,,,115240.9318
PEPPER,,,CALECTRIC,,,5818.137775
ORACLE JUNCTION,,,NOT AVAILABLE,,,74098.87417
NOT AVAILABLE,,,NOT AVAILABLE,,,20139.32285
EL CENTRO,,,IMPERIAL VALLEY,,,35154.93703
UNKNOWN309876,,,NOT AVAILABLE,,,45664.17196
LYTLE,,,NOT AVAILABLE,,,4519.045328
NOT AVAILABLE,,,NOT AVAILABLE,,,1972.538563
CALECTRIC,,,CARDIFF,,,5827.129421
LEO,,,NOT AVAILABLE,,,7325.806813
IMPERIAL VALLEY,,,NOT AVAILABLE,,,11626.76598
LOS COCHES,,,NOT AVAILABLE,,,15393.41212
CELANESE (CP) SUBSTATION,,,TAP305101,,,10537.79853
UNOCAL,,,NOT AVAILABLE,,,22399.50617
LARK ELLEN,,,NOT AVAILABLE,,,8789.202212
TAP303449,,,TAP308196,,,11215.96781
NOT AVAILABLE,,,NOT AVAILABLE,,,8813.024376
NOT AVAILABLE,,,NOT AVAILABLE,,,2415.27094
UNKNOWN300623,,,NOT AVAILABLE,,,3029.452394
GALENA PARK,,,GREENS BAYOU 69,,,10736.47811
