"Project #","Request Status","Queue Date","Withdrawn Date","Done Date","Appl In Service Date","Transmission Owner","County","State","Study Cycle","Study Group","Study Phase","Service Type","POI Name","Summer MW","Winter MW","Fuel","Generating Facility","Post GIA Status","Negotiated In Service Date","Decision Point 1 ERIS MW","Decision Point 1 NRIS MW","Decision Point 2 ERIS MW","Decision Point 2 NRIS MW"
"J1077","Withdrawn","2018-03-12T04:00:00+00:00","2018-11-01T04:00:00+00:00","","2020-09-01T04:00:00+00:00","METC","Cass County","MI","DPP-2018-APR","East (ITC)","GIA","Network Resource Interconnection Service (NRIS)","Argenta - Weeds Lake - Hiple 345kV Line Tap","250","250","Wind","Wind Turbine","Not Started","","0","0","0","0"
"J1078","Withdrawn","2018-03-12T04:00:00+00:00","2019-08-29T04:00:00+00:00","","2021-09-15T04:00:00+00:00","ENTERGY ARKANSAS, LLC","Mississippi County","AR","DPP-2018-APR","South","GIA","Network Resource Interconnection Service (NRIS)","San Souci 500 kV Substation","300","300","Solar","Photovoltaic","Not Started","","0","0","0","0"
"J1079","Withdrawn","2018-03-12T04:00:00+00:00","2019-08-29T04:00:00+00:00","","2021-09-15T04:00:00+00:00","ENTERGY LOUISIANA, LLC","St. Charles Parish","LA","DPP-2018-APR","South","GIA","Network Resource Interconnection Service (NRIS)","Waterford 1&2 230 kV Substation","200","200","Solar","Photovoltaic","Not Started","","0","0","0","0"
"J1080","Withdrawn","2018-03-12T04:00:00+00:00","2019-03-22T04:00:00+00:00","","2020-09-01T04:00:00+00:00","AMEREN ILLINOIS","DeWitt County,McLean County","IL","DPP-2018-APR","Central","GIA","Network Resource Interconnection Service (NRIS)","Brokaw - Clinton 345kV Line Tap","99","99","Wind","Wind Turbine","Not Started","","0","0","0","0"
"J1081","Withdrawn","2018-03-12T04:00:00+00:00","2019-03-28T04:00:00+00:00","","2020-09-01T04:00:00+00:00","OTTER TAIL POWER COMPANY","Polk County","MN","DPP-2018-APR","West","GIA","Network Resource Interconnection Service (NRIS)","Winger 115kV Substation","300","300","Wind","Wind Turbine","Not Started","","0","0","0","0"
"J1082","Withdrawn","2018-03-12T04:00:00+00:00","2019-03-28T04:00:00+00:00","","2020-09-01T04:00:00+00:00","Ameren Missouri","Grundy County,Mercer County","MO","DPP-2018-APR","West","GIA","Network Resource Interconnection Service (NRIS)","Zachary 345 kV Substation","400","400","Wind","Wind Turbine","Not Started","","0","0","0","0"
"J1083","Withdrawn","2018-03-12T04:00:00+00:00","2019-12-02T05:00:00+00:00","","2021-09-01T04:00:00+00:00","METC","Eaton County","MI","DPP-2018-APR","East (ITC)","GIA","Network Resource Interconnection Service (NRIS)","Oneida138kV Substation","70","70","Solar","Photovoltaic","Not Started","","0","0","0","0"
"J1084","Done","2018-03-12T04:00:00+00:00","","2021-06-15T04:00:00+00:00","2020-09-01T04:00:00+00:00","ITC MIDWEST","Clinton County","IA","DPP-2018-APR","West","GIA","Network Resource Interconnection Service (NRIS)","Rock Creek 345 kV Substation","150","150","Solar","Photovoltaic","Under Construction","2023-09-01T04:00:00+00:00","150","150","150","150"
"J1085","Withdrawn","2018-03-12T04:00:00+00:00","2020-05-19T04:00:00+00:00","","2021-09-01T04:00:00+00:00","American Transmission Co. LLC","Marathon County,Taylor County,Wood County","WI","DPP-2018-APR","East (ATC)","GIA","Network Resource Interconnection Service (NRIS)","Gardner Park - J821 POI - Stone Lake 345 kV Line Tap","300","300","Wind","Wind Turbine","Not Started","","300","300","0","0"
"J1086","Withdrawn","2018-03-12T04:00:00+00:00","2020-03-25T04:00:00+00:00","","2021-01-02T05:00:00+00:00","ITC MIDWEST","Nobles County","MN","DPP-2018-APR","West","GIA","Network Resource Interconnection Service (NRIS)","Elk - Brewster 161 kV Line Tap","120","120","Solar","Photovoltaic","Not Started","","0","0","0","0"
"J1087","Done","2018-03-12T04:00:00+00:00","","2021-10-12T04:00:00+00:00","2021-01-02T05:00:00+00:00","Ameren Missouri","Scott County","MO","DPP-2018-APR","Central","GIA","Network Resource Interconnection Service (NRIS)","Miner - Kelso 161 kV Line Tap","200","200","Solar","Photovoltaic","Under Construction","2023-12-02T05:00:00+00:00","200","200","200","200"
"J1088","Withdrawn","2018-03-12T04:00:00+00:00","2021-02-04T05:00:00+00:00","","2021-01-02T05:00:00+00:00","METC","Shiawassee County","MI","DPP-2018-APR","East (ITC)","GIA","Network Resource Interconnection Service (NRIS)","Cornell - Layton 138 kV Line Tap","150","150","Solar","Photovoltaic","Withdrawn","","150","150","150","150"
"J1089","Withdrawn","2018-03-12T04:00:00+00:00","2021-02-04T05:00:00+00:00","","2021-01-02T05:00:00+00:00","METC","Shiawassee County","MI","DPP-2018-APR","East (ITC)","GIA","Network Resource Interconnection Service (NRIS)","Cornell - Bell Rd 138 kV Line Tap","170","170","Solar","Photovoltaic","Not Started","","170","170","170","170"
"J1090","Withdrawn","2018-03-12T04:00:00+00:00","2021-02-04T05:00:00+00:00","","2021-01-02T05:00:00+00:00","METC","Ingham County","MI","DPP-2018-APR","East (ITC)","GIA","Network Resource Interconnection Service (NRIS)","Tompkins - Churchill Jct 138 kV Line Tap","90","90","Solar","Photovoltaic","Not Started","","90","90","90","90"
"J1091","Withdrawn","2018-03-12T04:00:00+00:00","2019-08-29T04:00:00+00:00","","2021-09-15T04:00:00+00:00","ENTERGY ARKANSAS, LLC","Craighead County","AR","DPP-2018-APR","South","GIA","Network Resource Interconnection Service (NRIS)","Power Line Road 161 kV Substation","150","150","Solar","Photovoltaic","Not Started","","0","0","0","0"
"J1092","Done","2018-03-12T04:00:00+00:00","","2021-06-15T04:00:00+00:00","2022-09-30T04:00:00+00:00","NORTHERN STATES POWER COMPANY","Saint Croix County","WI","DPP-2018-APR","West","GIA","Network Resource Interconnection Service (NRIS)","Three Lakes 115 kV Substation","100","100","Solar","Photovoltaic","Not Started","2023-10-01T04:00:00+00:00","100","100","100","100"
"J1093","Withdrawn","2018-03-12T04:00:00+00:00","2019-08-29T04:00:00+00:00","","2021-09-15T04:00:00+00:00","ENTERGY ARKANSAS, LLC","Desha County,Drew County","AR","DPP-2018-APR","South","GIA","Network Resource Interconnection Service (NRIS)","Reed Switch 115kV Substation","200","200","Solar","Photovoltaic","Not Started","","0","0","0","0"
"J1094","Done","2018-03-12T04:00:00+00:00","","2021-10-12T04:00:00+00:00","2021-01-02T05:00:00+00:00","AMEREN ILLINOIS","Washington County","IL","DPP-2018-APR","Central","GIA","Network Resource Interconnection Service (NRIS)","Prest 138kV Switching Station","150","150","Solar","Photovoltaic","Under Construction","2024-01-15T05:00:00+00:00","150","150","150","150"
"J1095","Withdrawn","2018-03-12T04:00:00+00:00","2019-08-29T04:00:00+00:00","","2021-09-15T04:00:00+00:00","ENTERGY MISSISSIPPI, LLC","DeSoto County","MS","DPP-2018-APR","South","GIA","Network Resource Interconnection Service (NRIS)","Twinkletown 230kV Substation","300","300","Solar","Photovoltaic","Not Started","","0","0","0","0"
"J1096","Done","2018-03-12T04:00:00+00:00","","2021-10-12T04:00:00+00:00","2021-01-02T05:00:00+00:00","AMEREN ILLINOIS","Saline County","IL","DPP-2018-APR","Central","GIA","Network Resource Interconnection Service (NRIS)","Norris City North - Muddy 138 kV Line","150","150","Solar","Photovoltaic","Under Construction","2024-01-01T05:00:00+00:00","150","150","150","150"
"J1097","Withdrawn","2018-03-12T04:00:00+00:00","2019-08-29T04:00:00+00:00","","2021-09-15T04:00:00+00:00","ENTERGY ARKANSAS, LLC","Lonoke County,Pulaski County","AR","DPP-2018-APR","South","GIA","Network Resource Interconnection Service (NRIS)","KEO EHV 500 kV Substation","500","500","Solar","Photovoltaic","Not Started","","0","0","0","0"
"J1098","Withdrawn","2018-03-12T04:00:00+00:00","2021-03-09T05:00:00+00:00","","2022-09-30T04:00:00+00:00","NORTHERN STATES POWER COMPANY","Jackson County","MN","DPP-2018-APR","West","GIA","Network Resource Interconnection Service (NRIS)","Lakefield 345 kV Substation","40","40","Solar","Photovoltaic","Not Started","","40","40","0","0"
"J1099","Withdrawn","2018-03-12T04:00:00+00:00","2019-08-29T04:00:00+00:00","","2021-09-15T04:00:00+00:00","ENTERGY LOUISIANA, LLC","Iberville Parish","LA","DPP-2018-APR","South","GIA","Network Resource Interconnection Service (NRIS)","Derrick 230 kV Substation","200","200","Solar","Photovoltaic","Not Started","","0","0","0","0"
"J1100","Withdrawn","2018-03-12T04:00:00+00:00","2019-08-29T04:00:00+00:00","","2021-09-15T04:00:00+00:00","ENTERGY TEXAS, INC.","Grimes County","TX","DPP-2018-APR","South","GIA","Network Resource Interconnection Service (NRIS)","Grimes 345 kV Substation","200","200","Solar","Photovoltaic","Not Started","","0","0","0","0"
"J1101","Done","2018-03-12T04:00:00+00:00","","2021-04-12T04:00:00+00:00","2021-09-01T04:00:00+00:00","American Transmission Co. LLC","Manitowoc County","WI","DPP-2018-APR","East (ATC)","GIA","Network Resource Interconnection Service (NRIS)","Kewaunee 138kV Substation","20","20","Battery Storage","Battery Storage","Under Construction","2023-08-15T04:00:00+00:00","20","20","20","20"
"J1102","Done","2018-03-12T04:00:00+00:00","","2021-09-13T04:00:00+00:00","2021-06-13T04:00:00+00:00","AMEREN ILLINOIS","Logan County","IL","DPP-2018-APR","Central","GIA","Network Resource Interconnection Service (NRIS)","Fogarty 138 kV Substation","70","70","Solar","Photovoltaic","Under Construction","2021-12-15T05:00:00+00:00","70","70","70","70"
"J1103","Withdrawn","2018-03-12T04:00:00+00:00","2020-06-30T04:00:00+00:00","","2021-09-01T04:00:00+00:00","ITC MIDWEST","Tuscola County","MI","DPP-2018-APR","East (ITC)","GIA","Network Resource Interconnection Service (NRIS)","Bauer - (Kirk) - Ringle 345kV Line Tap","20","20","Battery Storage","Battery Storage","Not Started","","20","20","0","0"
"J1104","Withdrawn","2018-03-12T04:00:00+00:00","2019-10-24T04:00:00+00:00","","2021-09-01T04:00:00+00:00","American Transmission Co. LLC","Washington County,Waukesha County","WI","DPP-2018-APR","East (ATC)","GIA","Network Resource Interconnection Service (NRIS)","Germantown - Bark River 138kV Line","100","100","Battery Storage","Battery Storage","Not Started","","0","0","0","0"
"J1105","Withdrawn","2018-03-12T04:00:00+00:00","2021-03-09T05:00:00+00:00","","2020-09-01T04:00:00+00:00","NORTHERN STATES POWER COMPANY","Dakota County","MN","DPP-2018-APR","West","GIA","Network Resource Interconnection Service (NRIS)","Hampton Corners 345 kV Substation","200","200","Solar","Photovoltaic","Not Started","","200","200","0","0"
"J1106","Withdrawn","2018-03-12T04:00:00+00:00","2021-03-09T05:00:00+00:00","","2021-08-01T04:00:00+00:00","GREAT RIVER ENERGY","Redwood County","MN","DPP-2018-APR","West","GIA","Network Resource Interconnection Service (NRIS)","Lyon County - Cedar Mountain 345 kV Circuit 2 Line","414","414","Wind","Wind Turbine","Not Started","","414","414","0","0"
"J1107","Done","2018-03-12T04:00:00+00:00","","2021-10-12T04:00:00+00:00","2021-09-01T04:00:00+00:00","Ameren Missouri","Cape Girardeau County","MO","DPP-2018-APR","Central","GIA","Network Resource Interconnection Service (NRIS)","Kelso - Lutesville 345 kV Line Tap","200","200","Solar","Photovoltaic","Under Construction","2023-11-01T04:00:00+00:00","200","200","200","200"
"J1108","Withdrawn","2018-03-12T04:00:00+00:00","2020-03-25T04:00:00+00:00","","2021-06-13T04:00:00+00:00","MISSOURI RIVER ENERGY SERVICES","Douglas County","MN","DPP-2018-APR","West","GIA","Network Resource Interconnection Service (NRIS)","Alexandria 345 kV Substation","150","150","Solar","Photovoltaic","Not Started","","0","0","0","0"
"J1109","Withdrawn","2018-03-12T04:00:00+00:00","2020-03-25T04:00:00+00:00","","2021-08-01T04:00:00+00:00","NORTHERN STATES POWER COMPANY","Cass County","ND","DPP-2018-APR","West","GIA","Network Resource Interconnection Service (NRIS)","Bison 345kV Substation","207","207","Wind","Wind Turbine","Not Started","","0","0","0","0"
"J1110","Withdrawn","2018-03-12T04:00:00+00:00","2021-06-18T04:00:00+00:00","","2021-09-15T04:00:00+00:00","SMMPA","Mower County","MN","DPP-2018-APR","West","GIA","Network Resource Interconnection Service (NRIS)","North Austin 161 kV Substation","100","100","Solar","Photovoltaic","Not Started","","100","100","100","100"
"J1111","Withdrawn","2018-03-12T04:00:00+00:00","2021-03-10T05:00:00+00:00","","2021-01-02T05:00:00+00:00","Southern Illinois Power Cooperative","Jackson County","IL","DPP-2018-APR","Central","GIA","Network Resource Interconnection Service (NRIS)","Campbell Hill - Jackson 161 kV Line Tap","150","150","Solar","Photovoltaic","Not Started","","150","150","0","0"
"J1112","Withdrawn","2018-03-12T04:00:00+00:00","2021-03-10T05:00:00+00:00","","2021-09-15T04:00:00+00:00","NORTHERN INDIANA PUBLIC SERVICE COMPANY LLC","Kosciusko County","IN","DPP-2018-APR","Central","GIA","Network Resource Interconnection Service (NRIS)","Leesburg 138kV Substation","150","150","Solar","Photovoltaic","Not Started","","150","150","0","0"
"J1113","Withdrawn","2018-03-12T04:00:00+00:00","2019-08-29T04:00:00+00:00","","2022-09-01T04:00:00+00:00","ENTERGY MISSISSIPPI, LLC","Sunflower County","MS","DPP-2018-APR","South","GIA","Network Resource Interconnection Service (NRIS)","Delta - Ruleville 115kV Line Tap","85","85","Solar","Photovoltaic","Not Started","","0","0","0","0"
"J1114","Withdrawn","2018-03-12T04:00:00+00:00","2020-03-25T04:00:00+00:00","","2021-09-15T04:00:00+00:00","MIDAMERICAN ENERGY COMPANY","Plymouth County","IA","DPP-2018-APR","West","GIA","Network Resource Interconnection Service (NRIS)","J506 Substation on Raun - Highland 345 kV Line","200","200","Wind","Wind Turbine","Not Started","","0","0","0","0"
"J1115","Done","2018-03-12T04:00:00+00:00","","2021-10-12T04:00:00+00:00","2021-09-01T04:00:00+00:00","AMEREN ILLINOIS","Macon County","IL","DPP-2018-APR","Central","GIA","Network Resource Interconnection Service (NRIS)","Latham - Oreana 345kV Line","200","200","Wind","Wind Turbine","Under Construction","2024-09-01T04:00:00+00:00","200","200","200","200"
"J1116","Withdrawn","2018-03-12T04:00:00+00:00","2018-10-03T04:00:00+00:00","","2021-09-01T04:00:00+00:00","Duke Energy Corporation","Hancock County","IN","DPP-2018-APR","Central","GIA","Network Resource Interconnection Service (NRIS)","Greensboro - Greenfield 138 kV Line Tap","100","100","Wind","Wind Turbine","Not Started","","0","0","0","0"
"J1117","Withdrawn","2018-03-12T04:00:00+00:00","2019-05-30T04:00:00+00:00","","2021-09-01T04:00:00+00:00","METC","Ingham County","MI","DPP-2018-APR","East (ITC)","GIA","Network Resource Interconnection Service (NRIS)","Green 138kV Substation","80","80","Solar","Photovoltaic","Not Started","","0","0","0","0"
"J1118","Withdrawn","2018-03-12T04:00:00+00:00","2018-10-03T04:00:00+00:00","","2021-09-01T04:00:00+00:00","AMEREN ILLINOIS","Piatt County","IL","DPP-2018-APR","Central","GIA","Network Resource Interconnection Service (NRIS)","Mahomet - Weedman 138 kV Line Tap","150","150","Wind","Wind Turbine","Not Started","","0","0","0","0"
"J1119","Withdrawn","2018-03-12T04:00:00+00:00","2019-06-10T04:00:00+00:00","","2021-01-01T05:00:00+00:00","METC","Jackson County","MI","DPP-2018-APR","East (ITC)","GIA","Network Resource Interconnection Service (NRIS)","Tompkins 345 kV Substation","600","600","Gas","Combined Cycle","Not Started","","0","0","0","0"
"J1120","Withdrawn","2018-03-12T04:00:00+00:00","2019-08-23T04:00:00+00:00","","2021-09-01T04:00:00+00:00","ENTERGY TEXAS, INC.","Jefferson County","TX","DPP-2018-APR","South","GIA","Network Resource Interconnection Service (NRIS)","Big Hill CO - Bayou Farms CO 138 kV Line Tap","145","145","Wind","Wind Turbine","Not Started","","0","0","0","0"
"J1121","Withdrawn","2018-03-12T04:00:00+00:00","2020-05-19T04:00:00+00:00","","2021-09-01T04:00:00+00:00","American Transmission Co. LLC","Marathon County","WI","DPP-2018-APR","East (ATC)","GIA","Network Resource Interconnection Service (NRIS)","Stone Lake - (Pershing) - Gardner Park 345 kV Line Tap","200","200","Solar","Photovoltaic","Not Started","","200","200","0","0"
"J1122","Withdrawn","2018-03-12T04:00:00+00:00","2021-03-09T05:00:00+00:00","","2022-09-01T04:00:00+00:00","MIDAMERICAN ENERGY COMPANY","Pottawattamie County","IA","DPP-2018-APR","West","GIA","Network Resource Interconnection Service (NRIS)","Council Bluffs - Fallow Avenue 345 kV Line Tap","200","200","Wind","Wind Turbine","Not Started","","200","200","0","0"
"J1123","Withdrawn","2018-03-12T04:00:00+00:00","2020-01-02T05:00:00+00:00","","2021-09-01T04:00:00+00:00","Ameren Missouri","Audrain County","MO","DPP-2018-APR","Central","GIA","Network Resource Interconnection Service (NRIS)","Spencer Creek 345 kV Substation","150","150","Wind","Wind Turbine","Not Started","","0","0","0","0"
"J1124","Done","2018-03-12T04:00:00+00:00","","2021-06-15T04:00:00+00:00","2021-09-15T04:00:00+00:00","SMMPA","Olmsted County","MN","DPP-2018-APR","West","GIA","Network Resource Interconnection Service (NRIS)","Byron 345kV Substation","100","100","Solar","Photovoltaic","Under Construction","2024-06-01T04:00:00+00:00","100","100","100","100"
"J1125","Done","2018-03-12T04:00:00+00:00","","2020-08-12T04:00:00+00:00","2021-07-31T04:00:00+00:00","ENTERGY ARKANSAS, LLC","Cross County","AR","DPP-2018-APR","South","GIA","Network Resource Interconnection Service (NRIS)","Wynne South - Wynne East AECC 161 kV Line Tap","135","135","Solar","Photovoltaic","Under Construction","2023-03-01T05:00:00+00:00","135","135","135","135"
"J1126","Withdrawn","2018-03-12T04:00:00+00:00","2018-11-01T04:00:00+00:00","","2020-09-01T04:00:00+00:00","ITC MIDWEST","Tuscola County","MI","DPP-2018-APR","East (ITC)","GIA","Network Resource Interconnection Service (NRIS)","ITC Bauer - Grassmere - Rapson (Kirk Sub) 345kV Substation","1.1","1.1","Wind","Wind Turbine","Not Started","","0","0","0","0"
"J1127","Withdrawn","2018-03-12T04:00:00+00:00","2019-10-25T04:00:00+00:00","","2021-01-02T05:00:00+00:00","American Transmission Co. LLC","Green County","WI","DPP-2018-APR","East (ATC)","GIA","Network Resource Interconnection Service (NRIS)","Albany - Bass Creek 138 kV Line Tap","49.9","49.9","Solar","Photovoltaic","Not Started","","0","0","0","0"
